image_path,prompt,attractiveness,image_reward,pick_score,hps
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\45_normal.jpg,a portrait photo of a face,1.0,0.8258237242698669,20.853628158569336,0.268798828125
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\45_unattractive.jpg,a portrait photo of a face,0.0,1.6133127212524414,21.669349670410156,0.294677734375
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\46_attractive.jpg,a portrait photo of a face,2.0,1.3377779722213745,20.876819610595703,0.29541015625
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\46_normal.jpg,a portrait photo of a face,1.0,1.0848486423492432,20.37134552001953,0.260986328125
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\46_unattractive.jpg,a portrait photo of a face,0.0,1.2273544073104858,21.135046005249023,0.2958984375
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\47_attractive.jpg,a portrait photo of a face,2.0,1.3422681093215942,22.377267837524414,0.3154296875
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\47_normal.jpg,a portrait photo of a face,1.0,0.5884009003639221,21.52737808227539,0.256591796875
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\47_unattractive.jpg,a portrait photo of a face,0.0,0.7000251412391663,21.572643280029297,0.260009765625
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\48_attractive.jpg,a portrait photo of a face,2.0,0.9636382460594177,21.78690528869629,0.281982421875
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\48_normal.jpg,a portrait photo of a face,1.0,0.5608313679695129,20.901592254638672,0.2440185546875
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\48_unattractive.jpg,a portrait photo of a face,0.0,1.3057178258895874,22.014440536499023,0.281982421875
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\49_attractive.jpg,a portrait photo of a face,2.0,0.5749084949493408,21.796314239501953,0.274169921875
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\49_normal.jpg,a portrait photo of a face,1.0,0.324385404586792,21.90412139892578,0.2578125
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\49_unattractive.jpg,a portrait photo of a face,0.0,0.3842611312866211,21.63517189025879,0.26318359375
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\4_attractive.jpg,a portrait photo of a face,2.0,1.2415944337844849,21.87523078918457,0.301513671875
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\4_normal.jpg,a portrait photo of a face,1.0,0.7929575443267822,20.086956024169922,0.256103515625
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\4_unattractive.jpg,a portrait photo of a face,0.0,1.0809054374694824,21.299232482910156,0.281494140625
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\50_attractive.jpg,a portrait photo of a face,2.0,1.0119901895523071,21.639284133911133,0.271484375
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\50_normal.jpg,a portrait photo of a face,1.0,1.133782982826233,20.01448631286621,0.257568359375
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\50_unattractive.jpg,a portrait photo of a face,0.0,1.1139613389968872,19.851585388183594,0.2529296875
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\51_attractive.jpg,a portrait photo of a face,2.0,1.5964720249176025,22.05727195739746,0.313720703125
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\51_normal.jpg,a portrait photo of a face,1.0,0.7809357047080994,21.698368072509766,0.252685546875
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\51_unattractive.jpg,a portrait photo of a face,0.0,1.590615153312683,22.223217010498047,0.28564453125
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\52_attractive.jpg,a portrait photo of a face,2.0,-0.5416313409805298,21.579727172851562,0.2822265625
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\52_normal.jpg,a portrait photo of a face,1.0,-0.4044340252876282,20.273332595825195,0.2274169921875
C:\\Users\\hgm1g14\\Documents\\AI_Manipulation_Hackathon\\generated_image_sdxl\\52_unattractive.jpg,a portrait photo of a face,0.0,-0.2059178501367569,20.740276336669922,0.241943359375
